UniProt,Position,Target
O00214,266,NP
O00214,272,NP
O00214,290,NP
P61160,131,NP
P61160,137,NP
P61160,147,NP
P61160,170,NP
P61160,192,NP
P61160,222,NP
P61160,225,NP
P61160,244,NP
P61160,298,NP
P61160,310,NP
P61160,325,NP
Q6JEL2,63,NP
Q6JEL2,80,NP
Q6JEL2,150,NP
Q6JEL2,151,NP
Q6JEL2,152,NP
Q6JEL2,161,NP
Q6JEL2,238,NP
Q6JEL2,248,NP
Q6JEL2,267,NP
Q6JEL2,290,NP
Q6JEL2,311,NP
Q6JEL2,331,NP
Q6JEL2,336,NP
Q6JEL2,340,NP
Q6JEL2,342,NP
Q6JEL2,352,NP
Q6JEL2,378,NP
Q6JEL2,389,NP
Q6JEL2,397,NP
Q6JEL2,406,NP
Q6JEL2,432,NP
Q6JEL2,436,NP
Q6JEL2,453,NP
Q6JEL2,478,NP
Q6JEL2,483,NP
Q6JEL2,500,NP
Q6JEL2,547,NP
Q6JEL2,555,NP
Q6JEL2,563,NP
Q6JEL2,581,NP
Q6JEL2,599,NP
P02652,44,NP
P02652,64,NP
P02652,89,NP
P32745,51,NP
P32745,67,NP
P32745,82,NP
P32745,108,NP
P32745,209,NP
P32745,226,NP
P32745,274,NP
P32745,295,NP
P32745,313,NP
P32745,318,NP
P32745,417,NP
Q86Z02,42,NP
Q86Z02,43,NP
Q86Z02,70,NP
Q86Z02,118,NP
Q86Z02,175,NP
Q86Z02,190,NP
Q86Z02,227,NP
Q86Z02,249,NP
Q86Z02,255,NP
Q86Z02,276,NP
Q86Z02,291,NP
Q86Z02,331,NP
Q86Z02,392,NP
Q86Z02,398,NP
Q86Z02,403,NP
Q86Z02,434,NP
Q86Z02,459,NP
Q86Z02,549,NP
Q86Z02,612,NP
Q86Z02,617,NP
Q86Z02,723,NP
Q86Z02,803,NP
Q86Z02,866,NP
Q86Z02,880,NP
Q86Z02,920,NP
Q86Z02,936,NP
Q86Z02,953,NP
Q86Z02,1031,NP
Q86Z02,1082,NP
Q86Z02,1112,NP
Q86Z02,1114,NP
Q86Z02,1145,NP
Q86Z02,1175,NP
Q86Z02,1184,NP
Q86Z02,1194,NP
Q86Z02,1207,NP
Q86Z02,1209,NP
A6NNT2,258,NP
A6NNT2,283,NP
A6NNT2,441,NP
A6NNT2,578,NP
A6NNT2,645,NP
A6NNT2,652,NP
A6NNT2,717,NP
A6NNT2,766,NP
A6NNT2,949,NP
A6NNT2,997,NP
A6NNT2,999,NP
A6NNT2,1007,NP
A6NNT2,1022,NP
A6NNT2,1055,NP
Q6GMV2,65,NP
Q6GMV2,67,NP
Q6GMV2,118,NP
Q6GMV2,131,NP
Q6GMV2,229,NP
Q6GMV2,289,NP
Q6GMV2,351,NP
Q6GMV2,372,NP
Q96HA9,26,NP
Q96HA9,78,NP
Q96HA9,103,NP
Q96HA9,104,NP
Q96HA9,227,NP
Q6PJT7,25,NP
Q6PJT7,33,NP
Q6PJT7,205,NP
Q6PJT7,603,NP
Q6PJT7,643,NP
Q6PJT7,684,NP
Q6PJT7,696,NP
Q6PJT7,715,NP
Q9UMX2,11,NP
Q9UMX2,15,NP
Q9UMX2,24,NP
Q9UMX2,26,NP
Q9UMX2,32,NP
Q9UMX2,34,NP
Q9UMX2,35,NP
Q9UMX2,37,NP
Q9UMX2,39,NP
Q9UMX2,41,NP
Q9UMX2,59,NP
Q9UMX2,100,NP
Q9UMX2,150,NP
Q9UMX2,167,NP
Q9UMX2,221,NP
P16930,19,NP
P16930,124,NP
P16930,159,NP
P16930,190,NP
P16930,286,NP
P16930,293,NP
P16930,321,NP
P16930,323,NP
P16930,401,NP
Q99437,8,NP
Q99437,26,NP
Q99437,103,NP
Q99437,131,NP
Q99437,135,NP
Q9UI26,42,NP
Q9UI26,65,NP
Q9UI26,73,NP
Q9UI26,152,NP
Q9UI26,171,NP
Q9UI26,178,NP
Q9UI26,302,NP
Q9UI26,331,NP
Q9UI26,333,NP
Q9UI26,359,NP
Q9UI26,373,NP
Q9UI26,403,NP
Q9UI26,420,NP
Q9UI26,454,NP
Q9UI26,462,NP
Q9UI26,489,NP
Q9UI26,517,NP
Q9UI26,556,NP
Q9UI26,598,NP
Q9UI26,605,NP
Q9UI26,642,NP
Q9UI26,662,NP
Q9UI26,713,NP
Q9UI26,725,NP
Q9UI26,773,NP
Q9UI26,791,NP
Q9UI26,891,NP
Q9UI26,938,NP
Q86XE5,39,NP
Q86XE5,54,NP
Q86XE5,140,NP
Q86XE5,141,NP
Q86XE5,168,NP
Q86XE5,231,NP
Q86XE5,297,NP
Q86XE5,298,NP
Q9HCJ5,38,NP
Q9HCJ5,111,NP
Q9HCJ5,124,NP
Q9HCJ5,271,NP
Q9HCJ5,281,NP
Q9HCJ5,313,NP
Q9HCJ5,381,NP
Q9HCJ5,437,NP
Q9HCJ5,540,NP
Q9HCJ5,543,NP
Q9HCJ5,545,NP
Q9HCJ5,581,NP
Q9HCJ5,672,NP
Q9HCJ5,687,NP
Q9HCJ5,710,NP
Q9HCJ5,821,NP
Q9HCJ5,931,NP
Q9HCJ5,1014,NP
Q9HCJ5,1027,NP
Q9HCJ5,1036,NP
Q9HCJ5,1042,NP
Q9HCJ5,1047,NP
Q9HCJ5,1061,NP
Q9HCJ5,1165,NP
Q9HCJ5,1200,NP
D6RIA3,44,NP
D6RIA3,367,NP
D6RIA3,401,NP
D6RIA3,406,NP
D6RIA3,432,NP
D6RIA3,605,NP
D6RIA3,636,NP
D6RIA3,638,NP
D6RIA3,706,NP
D6RIA3,783,NP
D6RIA3,876,NP
D6RIA3,1011,NP
D6RIA3,1216,NP
D6RIA3,1268,NP
D6RIA3,1371,NP
D6RIA3,1470,NP
D6RIA3,1560,NP
D6RIA3,1621,NP
D6RIA3,1622,NP
D6RIA3,1643,NP
D6RIA3,1672,NP
D6RIA3,1676,NP
D6RIA3,1679,NP
D6RIA3,1727,NP
Q00796,111,NP
Q00796,133,NP
Q00796,141,NP
Q00796,262,NP
Q9BTV4,5,NP
Q9BTV4,48,NP
Q9BTV4,106,NP
Q9BTV4,122,NP
Q9BTV4,133,NP
Q9BTV4,145,NP
Q9BTV4,147,NP
Q9BTV4,226,NP
Q9BTV4,245,NP
Q9BTV4,331,NP
Q9BTV4,371,NP
Q7Z6G8,60,NP
Q7Z6G8,81,NP
Q7Z6G8,93,NP
Q7Z6G8,138,NP
Q7Z6G8,171,NP
Q7Z6G8,284,NP
Q7Z6G8,343,NP
Q7Z6G8,356,NP
Q7Z6G8,427,NP
Q7Z6G8,433,NP
Q7Z6G8,547,NP
Q7Z6G8,600,NP
Q7Z6G8,626,NP
Q7Z6G8,745,NP
Q7Z6G8,827,NP
Q7Z6G8,884,NP
Q7Z6G8,910,NP
Q7Z6G8,982,NP
Q7Z6G8,1047,NP
Q7Z6G8,1062,NP
Q7Z6G8,1066,NP
Q7Z6G8,1111,NP
Q7Z6G8,1148,NP
Q7Z6G8,1159,NP
Q7Z6G8,1172,NP
Q7Z6G8,1186,NP
P29122,70,NP
P29122,94,NP
P29122,106,NP
P29122,107,NP
P29122,110,NP
P29122,159,NP
P29122,170,NP
P29122,194,NP
P29122,219,NP
P29122,222,NP
P29122,225,NP
P29122,232,NP
P29122,238,NP
P29122,262,NP
P29122,269,NP
P29122,298,NP
P29122,302,NP
P29122,328,NP
P29122,354,NP
P29122,360,NP
P29122,365,NP
P29122,377,NP
P29122,381,NP
P29122,393,NP
P29122,399,NP
P29122,476,NP
P29122,538,NP
P29122,559,NP
P29122,630,NP
P29122,678,NP
P29122,737,NP
P29122,772,NP
P29122,789,NP
P29122,837,NP
P29122,886,NP
Q8N3V7,30,NP
Q8N3V7,248,NP
Q8N3V7,273,NP
Q8N3V7,588,NP
Q8N3V7,728,NP
Q8N3V7,765,NP
Q96GX9,26,NP
Q96GX9,36,NP
Q96GX9,152,NP
Q96GX9,153,NP
Q96GX9,155,NP
Q96GX9,184,NP
Q96GX9,198,NP
Q96GX9,214,NP
Q96GX9,216,NP
Q15849,18,NP
Q15849,21,NP
Q15849,97,NP
Q15849,105,NP
Q15849,184,NP
Q15849,202,NP
Q15849,203,NP
Q15849,247,NP
Q15849,254,NP
Q15849,294,NP
Q15849,342,NP
Q15849,348,NP
Q15849,362,NP
Q15849,381,NP
Q15849,429,NP
Q15849,436,NP
Q15849,437,NP
Q15849,509,NP
Q15849,511,NP
Q15849,646,NP
Q15849,665,NP
Q15849,709,NP
Q15849,716,NP
Q15849,756,NP
Q15849,804,NP
Q15849,824,NP
Q15849,843,NP
Q15849,882,NP
Q15849,891,NP
Q15849,898,NP
Q15849,899,NP
Q15849,914,NP
Q15849,917,NP
Q6UXP7,18,NP
Q6UXP7,36,NP
Q6UXP7,180,NP
Q6UXP7,190,NP
Q6UXP7,225,NP
Q6UXP7,244,NP
Q9H2D1,23,NP
Q9H2D1,62,NP
Q9H2D1,82,NP
Q9H2D1,99,NP
Q9H2D1,103,NP
Q9H2D1,109,NP
Q9H2D1,123,NP
Q9H2D1,174,NP
Q9H2D1,183,NP
Q9H2D1,210,NP
Q9H2D1,227,NP
Q9H2D1,243,NP
Q9H2D1,245,NP
Q9H2D1,259,NP
Q9H2D1,279,NP
Q9H2D1,300,NP
Q9H6X4,105,NP
Q9H6X4,170,NP
Q9H6X4,176,NP
Q9H6X4,189,NP
Q9H6X4,192,NP
Q8IVE3,85,NP
Q8IVE3,325,NP
Q8IVE3,352,NP
Q8IVE3,397,NP
Q8IVE3,514,NP
Q8IVE3,536,NP
Q8IVE3,555,NP
Q8IVE3,583,NP
Q8IVE3,589,NP
Q8IVE3,594,NP
Q8IVE3,602,NP
Q8IVE3,668,NP
Q8IVE3,675,NP
Q8IVE3,681,NP
Q8IVE3,734,NP
Q8IVE3,735,NP
Q8IVE3,775,NP
Q8IVE3,776,NP
Q8IVE3,825,NP
Q8IVE3,873,NP
Q8IVE3,885,NP
Q8IVE3,898,NP
Q8IVE3,912,NP
Q8IVE3,998,NP
Q8IVE3,1080,NP
Q8IVE3,1083,NP
Q8IVE3,1115,NP
Q8IVE3,1132,NP
Q8IVE3,1215,NP
Q8IVE3,1220,NP
Q8IVE3,1238,NP
Q8IVE3,1304,NP
Q8IVE3,1339,NP
Q8IVE3,1383,NP
Q8IVE3,1392,NP
Q8IVE3,1394,NP
Q8IVE3,1403,NP
Q8IVE3,1443,NP
Q7Z6K3,67,NP
Q7Z6K3,75,NP
Q7Z6K3,191,NP
Q7Z6K3,195,NP
Q7Z6K3,239,NP
Q7Z6K3,306,NP
Q7Z6K3,321,NP
Q7Z6K3,349,NP
Q7Z6K3,393,NP
P01286,32,NP
Q9Y6A4,15,NP
Q9Y6A4,58,NP
Q9Y6A4,108,NP
Q9Y6A4,144,NP
Q9Y6A4,148,NP
Q9Y6A4,166,NP
Q9Y6A4,172,NP
O00267,54,NP
O00267,145,NP
O00267,203,NP
O00267,224,NP
O00267,226,NP
O00267,249,NP
O00267,286,NP
O00267,313,NP
O00267,366,NP
O00267,471,NP
O00267,836,NP
O00267,838,NP
O00267,851,NP
O00267,862,NP
O00267,874,NP
O00267,885,NP
O00267,893,NP
O00267,902,NP
O00267,911,NP
O00267,921,NP
O00267,930,NP
O00267,939,NP
O00267,950,NP
O00267,963,NP
O00267,992,NP
O00267,1015,NP
Q13478,37,NP
Q13478,57,NP
Q13478,96,NP
Q13478,103,NP
Q13478,144,NP
Q13478,145,NP
Q13478,155,NP
Q13478,182,NP
Q13478,183,NP
Q13478,248,NP
Q13478,351,NP
Q13478,359,NP
Q13478,375,NP
Q13478,381,NP
Q13478,410,NP
Q13478,447,NP
Q13478,454,NP
Q13478,508,NP
Q13478,518,NP
O43379,87,NP
O43379,125,NP
O43379,175,NP
O43379,212,NP
O43379,274,NP
O43379,327,NP
O43379,336,NP
O43379,359,NP
O43379,378,NP
O43379,384,NP
O43379,406,NP
O43379,413,NP
O43379,464,NP
O43379,542,NP
O43379,570,NP
O43379,606,NP
O43379,632,NP
O43379,642,NP
O43379,655,NP
O43379,703,NP
O43379,725,NP
O43379,782,NP
O43379,858,NP
O43379,885,NP
O43379,943,NP
O43379,958,NP
O43379,1212,NP
O43379,1430,NP
O43379,1489,NP
O43379,1503,NP
P56178,47,NP
P56178,48,NP
P56178,58,NP
P56178,73,NP
P56178,75,NP
P56178,77,NP
P56178,87,NP
P56178,92,NP
P56178,95,NP
P56178,97,NP
P56178,101,NP
P56178,104,NP
P56178,108,NP
P56178,144,NP
P56178,161,NP
P56178,252,NP
P56178,260,NP
P56178,289,NP
O60883,59,NP
O60883,67,NP
O60883,121,NP
O60883,128,NP
O60883,131,NP
O60883,159,NP
O60883,160,NP
O60883,299,NP
O60883,305,NP
O60883,313,NP
O60883,317,NP
O60883,368,NP
O60883,384,NP
Q8IX03,23,NP
Q8IX03,24,NP
Q8IX03,41,NP
Q8IX03,63,NP
Q8IX03,70,NP
Q8IX03,99,NP
Q8IX03,114,NP
Q8IX03,155,NP
Q8IX03,209,NP
Q8IX03,277,NP
Q8IX03,308,NP
Q8IX03,466,NP
Q8IX03,467,NP
Q8IX03,589,NP
Q8IX03,634,NP
Q8IX03,668,NP
Q8IX03,736,NP
Q8IX03,844,NP
Q8IX03,882,NP
Q06609,159,NP
Q06609,178,NP
Q06609,191,NP
Q06609,205,NP
Q06609,216,NP
Q06609,228,NP
Q06609,232,NP
Q8IYA6,22,NP
Q8IYA6,214,NP
Q8IYA6,336,NP
Q8IYA6,577,NP
Q8IYA6,700,NP
Q6JVE9,73,NP
Q6JVE9,110,NP
Q6JVE9,113,NP
Q6JVE9,158,NP
Q9HD43,63,NP
Q9HD43,95,NP
Q9HD43,152,NP
Q9HD43,156,NP
Q9HD43,184,NP
Q9HD43,241,NP
Q9HD43,273,NP
Q9HD43,330,NP
Q9HD43,334,NP
Q9HD43,362,NP
Q9HD43,413,NP
Q9HD43,417,NP
Q9HD43,419,NP
Q9HD43,423,NP
Q9HD43,451,NP
Q9HD43,506,NP
Q9HD43,508,NP
Q9HD43,541,NP
Q9HD43,555,NP
Q9HD43,596,NP
Q9HD43,598,NP
Q9HD43,630,NP
Q9HD43,641,NP
Q9HD43,664,NP
Q9HD43,680,NP
Q9HD43,693,NP
Q9HD43,727,NP
Q9HD43,824,NP
Q9HD43,850,NP
Q9HD43,856,NP
Q9HD43,874,NP
Q9HD43,932,NP
Q9HD43,981,NP
A4D161,41,NP
A4D161,81,NP
A4D161,163,NP
A4D161,188,NP
A4D161,204,NP
A4D161,273,NP
O14949,27,NP
O14949,57,NP
O14949,60,NP
O14949,78,NP
Q15596,45,NP
Q15596,146,NP
Q15596,149,NP
Q15596,160,NP
Q15596,224,NP
Q15596,318,NP
Q15596,337,NP
Q15596,463,NP
Q15596,529,NP
Q15596,589,NP
Q15596,911,NP
Q15596,1023,NP
Q15596,1084,NP
Q15596,1137,NP
Q15596,1148,NP
Q15596,1165,NP
Q15596,1305,NP
Q15596,1347,NP
Q15596,1384,NP
Q15596,1463,NP
P25929,47,NP
P25929,100,NP
P25929,156,NP
P25929,176,NP
P25929,192,NP
P25929,196,NP
P25929,211,NP
P25929,220,NP
P25929,231,NP
P25929,235,NP
P25929,253,NP
P25929,320,NP
Q86YW9,9,NP
Q86YW9,25,NP
Q86YW9,72,NP
Q86YW9,102,NP
Q86YW9,166,NP
Q86YW9,194,NP
Q86YW9,206,NP
Q86YW9,232,NP
Q86YW9,251,NP
Q86YW9,280,NP
Q86YW9,289,NP
Q86YW9,296,NP
Q86YW9,362,NP
Q86YW9,383,NP
Q86YW9,425,NP
Q86YW9,617,NP
Q86YW9,647,NP
Q86YW9,699,NP
Q86YW9,707,NP
Q86YW9,731,NP
Q86YW9,795,NP
Q86YW9,822,NP
Q86YW9,875,NP
Q86YW9,890,NP
Q86YW9,931,NP
Q86YW9,933,NP
Q86YW9,936,NP
Q86YW9,962,NP
Q86YW9,993,NP
Q86YW9,1008,NP
Q86YW9,1242,NP
Q86YW9,1245,NP
Q86YW9,1293,NP
Q86YW9,1505,NP
Q86YW9,1599,NP
Q86YW9,1703,NP
Q86YW9,1712,NP
Q86YW9,1723,NP
Q86YW9,1724,NP
Q86YW9,1784,NP
Q86YW9,1790,NP
Q86YW9,1796,NP
Q86YW9,1814,NP
Q86YW9,1928,NP
Q86YW9,1941,NP
Q86YW9,1944,NP
Q86YW9,1967,NP
Q86YW9,1972,NP
Q86YW9,1995,NP
Q86YW9,2003,NP
Q86YW9,2139,NP
O14744,116,NP
O14744,179,NP
O14744,198,NP
O14744,324,NP
O14744,334,NP
O14744,389,NP
O14744,468,NP
O14744,481,NP
O14744,502,NP
O14744,535,NP
O14744,554,NP
O14744,560,NP
O14744,613,NP
O14744,633,NP
Q16288,25,NP
Q16288,102,NP
Q16288,188,NP
Q16288,302,NP
Q16288,303,NP
Q16288,352,NP
Q16288,353,NP
Q16288,371,NP
Q16288,376,NP
Q16288,456,NP
Q16288,529,NP
Q16288,604,NP
Q16288,619,NP
Q16288,669,NP
Q16288,744,NP
Q16288,766,NP
Q16288,821,NP
Q16288,834,NP
O15042,55,NP
O15042,261,NP
O15042,277,NP
O15042,364,NP
O15042,472,NP
O15042,473,NP
O15042,478,NP
O15042,511,NP
O15042,596,NP
O15042,603,NP
O15042,614,NP
O15042,615,NP
O15042,663,NP
O15042,878,NP
Q16478,76,NP
Q16478,130,NP
Q16478,139,NP
Q16478,158,NP
Q16478,240,NP
Q16478,242,NP
Q16478,277,NP
Q16478,297,NP
Q16478,349,NP
Q16478,373,NP
Q16478,392,NP
Q16478,427,NP
Q16478,462,NP
Q16478,472,NP
Q16478,525,NP
Q16478,535,NP
Q16478,554,NP
Q16478,570,NP
Q16478,573,NP
Q16478,590,NP
Q16478,635,NP
Q16478,666,NP
Q16478,683,NP
Q16478,686,NP
Q16478,692,NP
Q16478,717,NP
Q16478,728,NP
Q16478,748,NP
P32927,36,NP
P32927,39,NP
P32927,110,NP
P32927,175,NP
P32927,208,NP
P32927,278,NP
P32927,319,NP
P32927,354,NP
P32927,365,NP
P32927,376,NP
P32927,408,NP
P32927,421,NP
O75121,71,NP
O75121,81,NP
O75121,123,NP
O75121,131,NP
O75121,152,NP
O75121,153,NP
O75121,233,NP
O75121,387,NP
Q9UMY1,199,NP
O94916,22,NP
O94916,93,NP
O94916,191,NP
O94916,273,NP
O94916,296,NP
O94916,344,NP
O94916,511,NP
O94916,525,NP
O94916,541,NP
O94916,670,NP
O94916,932,NP
O94916,1399,NP
P02675,147,NP
P02675,149,NP
P02675,222,NP
P02675,322,NP
P02675,375,NP
P02675,434,NP
P02675,446,NP
P02675,447,NP
Q8NI17,32,NP
Q8NI17,33,NP
Q8NI17,34,NP
Q8NI17,50,NP
Q8NI17,53,NP
Q8NI17,59,NP
Q8NI17,94,NP
Q8NI17,113,NP
Q8NI17,158,NP
Q8NI17,186,NP
Q8NI17,197,NP
Q8NI17,266,NP
Q8NI17,270,NP
Q8NI17,271,NP
Q8NI17,305,NP
Q8NI17,394,NP
Q8NI17,399,NP
Q8NI17,410,NP
Q8NI17,415,NP
Q8NI17,456,NP
Q8NI17,479,NP
Q8NI17,490,NP
Q8NI17,541,NP
Q8NI17,639,NP
Q8NI17,670,NP
Q9BZE4,4,NP
Q9BZE4,47,NP
Q9BZE4,58,NP
Q9BZE4,79,NP
Q9BZE4,87,NP
Q9BZE4,92,NP
Q9BZE4,113,NP
Q9BZE4,119,NP
Q9BZE4,176,NP
Q9BZE4,198,NP
Q9BZE4,212,NP
Q9BZE4,214,NP
Q9BZE4,253,NP
Q9BZE4,416,NP
O00750,93,NP
O00750,129,NP
O00750,244,NP
O00750,289,NP
O00750,355,NP
O00750,360,NP
O00750,406,NP
O00750,411,NP
O00750,446,NP
O00750,449,NP
O00750,486,NP
O00750,511,NP
O00750,600,NP
O00750,636,NP
O00750,649,NP
O00750,653,NP
O00750,679,NP
O00750,710,NP
O00750,806,NP
O00750,829,NP
O00750,844,NP
O00750,845,NP
O00750,872,NP
O00750,918,NP
O00750,928,NP
O00750,931,NP
O00750,953,NP
O00750,971,NP
O00750,973,NP
O00750,1170,NP
O00750,1179,NP
O00750,1189,NP
O00750,1242,NP
O00750,1265,NP
O00750,1298,NP
O00750,1300,NP
O00750,1315,NP
O00750,1385,NP
O00750,1387,NP
O00750,1453,NP
O00750,1471,NP
O00750,1514,NP
O00750,1545,NP
O00750,1569,NP
O00750,1575,NP
Q8N6S5,129,NP
Q8N6S5,176,NP
Q8N6S5,207,NP
A2CJ06,97,NP
A2CJ06,126,NP
A2CJ06,133,NP
A2CJ06,141,NP
A2CJ06,241,NP
A2CJ06,336,NP
A2CJ06,344,NP
A2CJ06,483,NP
A2CJ06,555,NP
Q96PE3,120,NP
Q96PE3,131,NP
Q96PE3,212,NP
Q96PE3,233,NP
Q96PE3,298,NP
Q96PE3,305,NP
Q96PE3,315,NP
Q96PE3,403,NP
Q96PE3,428,NP
Q96PE3,581,NP
Q96PE3,631,NP
Q96PE3,667,NP
Q96PE3,672,NP
Q96PE3,707,NP
Q96PE3,722,NP
Q96PE3,833,NP
Q76FK4,11,NP
Q76FK4,166,NP
Q76FK4,171,NP
Q76FK4,474,NP
Q76FK4,580,NP
Q76FK4,619,NP
Q76FK4,641,NP
Q76FK4,947,NP
Q76FK4,957,NP
Q76FK4,990,NP
Q76FK4,991,NP
Q76FK4,1006,NP
Q76FK4,1061,NP
Q9UNQ0,44,NP
Q9UNQ0,123,NP
Q9UNQ0,247,NP
Q9UNQ0,276,NP
Q9UNQ0,282,NP
Q9UNQ0,287,NP
Q9UNQ0,336,NP
Q9UNQ0,342,NP
Q9UNQ0,369,NP
Q9UNQ0,413,NP
Q9UNQ0,459,NP
Q9UNQ0,463,NP
Q9UNQ0,469,NP
Q9UNQ0,494,NP
Q9UNQ0,518,NP
Q9UNQ0,570,NP
Q9UNQ0,576,NP
Q9UNQ0,605,NP
Q9UNQ0,613,NP
Q9UNQ0,645,NP
Q9UNQ0,654,NP
Q9NPB9,11,NP
Q9NPB9,12,NP
Q9NPB9,13,NP
Q9NPB9,22,NP
Q9NPB9,24,NP
Q9NPB9,27,NP
Q9NPB9,66,NP
Q9NPB9,68,NP
Q9NPB9,69,NP
Q9NPB9,79,NP
Q9NPB9,119,NP
Q9NPB9,138,NP
Q9NPB9,176,NP
Q9NPB9,191,NP
Q9NPB9,220,NP
Q9NPB9,303,NP
A6NHP3,39,NP
A6NHP3,232,NP
A6NHP3,253,NP
A6NHP3,274,NP
A6NHP3,317,NP
A6NHP3,342,NP
A6NHP3,387,NP
P07602,2,NP
P07602,244,NP
P07602,248,NP
P07602,314,NP
P07602,364,NP
P07602,447,NP
P07602,458,NP
P07602,501,NP
Q9BXS0,51,NP
Q9BXS0,102,NP
Q9BXS0,431,NP
Q8N4P2,27,NP
Q8N4P2,53,NP
Q8N4P2,55,NP
Q8N4P2,68,NP
Q8N4P2,81,NP
Q8N4P2,84,NP
Q8N4P2,90,NP
Q8N4P2,95,NP
Q8N4P2,111,NP
Q8N4P2,124,NP
Q8N4P2,165,NP
Q8N4P2,170,NP
Q8N4P2,186,NP
Q8N4P2,192,NP
Q8N4P2,198,NP
Q8N4P2,199,NP
Q8N4P2,204,NP
Q8N4P2,262,NP
Q8N4P2,267,NP
Q8N4P2,330,NP
Q8N4P2,333,NP
Q8N4P2,335,NP
Q8N4P2,351,NP
Q8N4P2,357,NP
Q8N4P2,359,NP
Q8N4P2,416,NP
Q8N4P2,423,NP
Q8N4P2,434,NP
Q8N4P2,440,NP
Q8N4P2,482,NP
Q8N4P2,490,NP
Q8N4P2,508,NP
Q8N4P2,533,NP
Q8N4P2,541,NP
Q8N4P2,554,NP
Q8N4P2,560,NP
Q8N4P2,574,NP
Q8N4P2,584,NP
Q8N4P2,585,NP
Q8N4P2,648,NP
Q8N4P2,658,NP
P61966,59,NP
P61966,62,NP
P61966,66,NP
P61966,111,NP
Q9H4M7,86,NP
Q9H4M7,87,NP
Q9H4M7,104,NP
Q9H4M7,131,NP
Q9H4M7,451,NP
Q9H4M7,467,NP
Q9H4M7,662,NP
O43292,29,NP
O43292,49,NP
O43292,104,NP
O43292,122,NP
O43292,130,NP
O43292,175,NP
O43292,199,NP
O43292,312,NP
O43292,328,NP
O43292,360,NP
O43292,374,NP
O43292,442,NP
O43292,472,NP
O43292,505,NP
O43292,544,NP
O43292,595,NP
O43292,608,NP
Q96KX0,12,NP
Q96KX0,20,NP
Q96KX0,38,NP
Q96KX0,42,NP
Q96KX0,52,NP
Q96KX0,70,NP
Q96KX0,130,NP
Q96KX0,133,NP
A2RUU4,80,NP
A2RUU4,93,NP
A2RUU4,104,NP
O95789,33,NP
O95789,100,NP
O95789,106,NP
O95789,160,NP
O95789,174,NP
O95789,185,NP
O95789,208,NP
O95789,241,NP
O95789,243,NP
O95789,263,NP
O95789,273,NP
O95789,307,NP
O95789,332,NP
O95789,342,NP
O95789,446,NP
O95789,462,NP
O95789,474,NP
O95789,520,NP
O95789,554,NP
O95789,744,NP
O95789,748,NP
O95789,833,NP
O95789,856,NP
O95789,927,NP
O95789,933,NP
O95789,964,NP
O95789,990,NP
O95789,1103,NP
O95789,1115,NP
O95789,1163,NP
O95789,1264,NP
O95789,1282,NP
P09871,14,NP
P09871,20,NP
P09871,28,NP
P09871,32,NP
P09871,48,NP
P09871,53,NP
P09871,67,NP
P09871,103,NP
P09871,126,NP
P09871,127,NP
P09871,154,NP
P09871,162,NP
P09871,192,NP
P09871,196,NP
P09871,204,NP
P09871,250,NP
P09871,287,NP
P09871,311,NP
P09871,338,NP
P09871,384,NP
P09871,390,NP
P09871,391,NP
P09871,392,NP
P09871,401,NP
P09871,468,NP
P09871,557,NP
P09871,610,NP
P09871,665,NP
P09871,671,NP
O75077,103,NP
O75077,120,NP
O75077,177,NP
O75077,182,NP
O75077,189,NP
O75077,197,NP
O75077,198,NP
O75077,229,NP
O75077,257,NP
O75077,300,NP
O75077,312,NP
O75077,337,NP
O75077,375,NP
O75077,419,NP
O75077,480,NP
O75077,509,NP
O75077,525,NP
O75077,558,NP
O75077,572,NP
O75077,590,NP
O75077,600,NP
O75077,613,NP
O75077,627,NP
O75077,684,NP
Q14166,48,NP
Q14166,99,NP
Q14166,177,NP
Q14166,192,NP
Q14166,216,NP
Q14166,223,NP
Q14166,244,NP
Q14166,279,NP
Q14166,344,NP
Q14166,473,NP
Q14166,488,NP
Q14166,539,NP
Q14166,574,NP
Q14166,581,NP
Q14166,618,NP
P09661,29,NP
P09661,134,NP
Q9Y4A5,21,NP
Q9Y4A5,58,NP
Q9Y4A5,162,NP
Q9Y4A5,172,NP
Q9Y4A5,236,NP
Q9Y4A5,239,NP
Q9Y4A5,272,NP
Q9Y4A5,277,NP
Q9Y4A5,293,NP
Q9Y4A5,298,NP
Q9Y4A5,305,NP
Q9Y4A5,365,NP
Q9Y4A5,376,NP
Q9Y4A5,462,NP
Q9Y4A5,589,NP
Q9Y4A5,595,NP
Q9Y4A5,603,NP
Q9Y4A5,614,NP
Q9Y4A5,657,NP
Q9Y4A5,666,NP
Q9Y4A5,692,NP
Q9Y4A5,710,NP
Q9Y4A5,754,NP
Q9Y4A5,756,NP
Q9Y4A5,776,NP
Q9Y4A5,823,NP
Q9Y4A5,892,NP
Q9Y4A5,958,NP
Q9Y4A5,959,NP
Q9Y4A5,985,NP
Q9Y4A5,1049,NP
Q9Y4A5,1066,NP
Q9Y4A5,1102,NP
Q9Y4A5,1140,NP
Q9Y4A5,1150,NP
Q9Y4A5,1155,NP
Q9Y4A5,1336,NP
Q9Y4A5,1356,NP
Q9Y4A5,1378,NP
Q9Y4A5,1698,NP
Q9Y4A5,1703,NP
Q9Y4A5,1708,NP
Q9Y4A5,1735,NP
Q9Y4A5,1744,NP
